LATITUDE,LONGITUDE,OBSERVATION DATE
28.3683330,-96.8466670,43101
29.9321762,-95.9149790,43101
29.9321762,-95.9149790,43101
29.9321762,-95.9149790,43101
29.9321762,-95.9149790,43101
28.0369646,-97.8697381,43101
28.0627190,-97.8780270,43102
30.6743866,-96.5174246,43102
30.6743866,-96.5174246,43102
29.7204084,-106.1340237,43102
29.7204084,-106.1340237,43102
29.7204084,-106.1340237,43102
29.7204084,-106.1340237,43102
26.1443850,-98.3217880,43103
26.1384105,-98.3327866,43103
26.1384105,-98.3327866,43103
27.4965727,-98.0131540,43103
26.1384105,-98.3327866,43103
26.1384105,-98.3327866,43103
29.7385001,-106.1276722,43103
29.7385001,-106.1276722,43103
29.0748970,-97.6535761,43104
26.1384105,-98.3327866,43104
26.1384105,-98.3327866,43104
26.1384105,-98.3327866,43104
26.1384105,-98.3327866,43104
29.6713490,-96.2737083,43104
29.6713490,-96.2737083,43104
29.7256260,-85.0286865,43104
29.7256260,-85.0286865,43104
26.1384105,-98.3327866,43104
26.1384105,-98.3327866,43104
26.1384105,-98.3327866,43104
29.7256260,-85.0286865,43104
29.7256260,-85.0286865,43104
26.1384105,-98.3327866,43105
26.0258236,-97.2584251,43105
26.0258236,-97.2584251,43105
26.0258236,-97.2584251,43105
26.0258236,-97.2584251,43105
26.1384105,-98.3327866,43105
28.0289570,-97.7053900,43105
28.0289570,-97.7053900,43105
26.2258690,-97.3481930,43105
26.2258690,-97.3481930,43105
26.2258690,-97.3481930,43105
26.2258690,-97.3481930,43105
26.2673502,-98.3251711,43105
26.0416620,-97.2820770,43105
26.0416620,-97.2820770,43105
26.0416620,-97.2820770,43105
26.1384105,-98.3327866,43105
26.1384105,-98.3327866,43105
26.1384105,-98.3327866,43105
30.2459243,-92.3556232,43105
27.5188805,-97.8027391,43105
27.5188805,-97.8027391,43105
27.5188805,-97.8027391,43105
27.5188805,-97.8027391,43105
27.5188805,-97.8027391,43105
27.5188805,-97.8027391,43105
27.5188805,-97.8027391,43105
29.7560322,-95.0492263,43106
28.0003160,-97.6926830,43106
28.0003160,-97.6926830,43106
26.3202949,-97.6749188,43106
26.3202949,-97.6749188,43106
26.3202949,-97.6749188,43106
26.3202949,-97.6749188,43106
29.7255080,-85.0259600,43106
26.3061881,-97.5729704,43106
26.3061881,-97.5729704,43106
26.3061881,-97.5729704,43106
26.7155827,-97.4695229,43106
26.7155827,-97.4695229,43106
29.6713490,-96.2737083,43107
29.6713490,-96.2737083,43107
29.6713490,-96.2737083,43107
29.6713490,-96.2737083,43107
28.3718800,-102.3000526,43107
28.3718800,-102.3000526,43107
26.1384105,-98.3327866,43108
26.1384105,-98.3327866,43108
26.1384105,-98.3327866,43109
26.1384105,-98.3327866,43109
26.1384105,-98.3327866,43109
26.1384105,-98.3327866,43109
26.1384105,-98.3327866,43109
26.1384105,-98.3327866,43109
26.1384105,-98.3327866,43109
30.5571330,-97.2461330,43109
30.5571330,-97.2461330,43109
30.5571330,-97.2461330,43109
30.5571330,-97.2461330,43109
26.1384105,-98.3327866,43110
26.1384105,-98.3327866,43110
26.1384105,-98.3327866,43110
30.4369080,-97.5692797,43111
23.9173140,-104.7265460,43111
26.1384105,-98.3327866,43111
26.1384105,-98.3327866,43111
26.1384105,-98.3327866,43111
31.5791940,-94.7043250,43112
31.5791940,-94.7043250,43112
31.5791940,-94.7043250,43112
32.8398612,-93.8444853,43112
29.9335894,-95.8820629,43112
31.5791940,-94.7043250,43112
31.5791940,-94.7043250,43112
31.5791940,-94.7043250,43112
31.5790580,-94.7043930,43112
31.5790580,-94.7043930,43112
