X*,Y*,date_index
6089914.088895065,-8326968.726889381,254.0
6051484.984909464,-8313571.747866249,255.0
6014098.030749148,-8304980.351606008,256.0
5973686.516983559,-8304845.421870708,257.0
5964453.34408565,-8305449.055116282,258.0
5958399.9856253,-8306482.649239001,259.0
5947601.825795945,-8308894.79187011,260.0
5901768.174059514,-8318573.882136493,261.0
5845240.619471092,-8331973.2718590675,262.0
5784143.7064034315,-8348623.874306886,263.0
5743801.241831547,-8361365.1683796095,264.0
5681056.968406549,-8383460.233506016,265.0
5628329.790963953,-8403964.88011391,266.0
5572844.850185968,-8427343.882257817,267.0
5522733.130088252,-8449957.896226458,268.0
5465983.596776792,-8476852.094756102,269.0
5436419.017504357,-8491322.864465967,270.0
5374122.1977892015,-8523353.14677924,271.0
5323243.758571777,-8550552.543036442,272.0
5296985.432038699,-8564900.444366677,273.0
5240261.167116311,-8597071.35437369,274.0
5188250.2073761895,-8627405.3967547,275.0
5126782.38276849,-8664210.936674261,276.0
5084450.2322889,-8690243.208732206,277.0
5020652.260639985,-8730270.599844925,278.0
4965294.047706521,-8765741.124485105,279.0
4918217.86785197,-8796426.956973203,280.0
4867958.099544344,-8829635.128911676,281.0
4821277.935722828,-8860856.166364573,282.0
4773342.909364622,-8893242.82839106,283.0
4721962.567554524,-8928290.509875018,284.0
4645265.902335987,-8981044.982350072,285.0
4590041.995619159,-9019157.141371775,286.0
4547838.508394203,-9048343.151521545,287.0
4509689.459335872,-9074694.921204714,288.0
4468842.058247001,-9102796.252826544,289.0
4441692.268392209,-9121366.444901528,290.0
4400616.238345862,-9149203.544605905,291.0
4371442.956961766,-9168727.406739892,292.0
4342156.366363773,-9188005.283901908,293.0
4314179.714637098,-9206030.26744193,294.0
4286786.831864453,-9223276.457987562,295.0
4259798.301908004,-9239659.468719073,296.0
4240216.246829759,-9251092.569548542,297.0
4215933.299058192,-9264544.052177869,298.0
4199186.10435782,-9273185.436653046,299.0
4182190.710787913,-9281238.431818444,300.0
4164901.6038676156,-9288569.879759304,301.0
4152574.6958050253,-9292982.433614349,302.0
4139559.263258613,-9296594.856153933,303.0
4127629.9213148328,-9298877.600693896,304.0
4118771.789505069,-9299444.639281591,305.0
4111495.5205672896,-9298878.740694532,306.0
4107552.1686528013,-9297826.977336273,307.0
4099894.9621177195,-9293697.55428675,308.0
4094363.934329702,-9289031.130321693,309.0
4090382.129935739,-9283688.564912656,310.0
4087253.445962976,-9276747.250891961,311.0
4085353.9648305704,-9269992.475736063,312.0
4084019.362220287,-9262335.96786895,313.0
4083203.152423814,-9253869.71778084,314.0
4082955.5761351897,-9249492.735920632,315.0
4082905.6177002774,-9240003.183521045,316.0
4083215.557638234,-9228231.158267833,317.0
4083655.811100411,-9217597.770426324,318.0
4084078.0142806047,-9208485.907169973,319.0
4084424.8844210776,-9199141.498443551,320.0
4084593.154353007,-9189720.28593653,321.0
4084415.52289357,-9180085.771403613,322.0
4083882.9935304713,-9171606.654622845,323.0
4082872.825769869,-9163736.691287035,324.0
4081440.0924192583,-9156959.978224697,325.0
4079588.734111615,-9151363.55545547,326.0
4077669.079219743,-9147654.420412458,327.0
4072274.6591537273,-9140662.9334987,328.0
4067134.2687094025,-9136116.008023627,329.0
4061421.5493660923,-9133102.722071007,330.0
4054434.6254997374,-9131302.791361552,331.0
4047091.8218119764,-9130893.62344487,332.0
4038248.8405093118,-9131584.83589293,333.0
4028475.1095105885,-9133572.624610573,334.0
4013884.1365458886,-9138029.850001374,335.0
3991808.833351188,-9146980.88892074,336.0
3975932.6335436823,-9154409.570099063,337.0
3959187.4904017937,-9163347.45989336,338.0
3942472.494298065,-9172987.248550812,339.0
3922908.170737952,-9184948.138979007,340.0
3899106.2320746947,-9200398.10621065,341.0
3866071.364426023,-9222835.716479177,342.0
3842003.2785847383,-9239688.790870354,343.0
3830087.5523401853,-9247859.879228495,344.0
3810029.20643937,-9260683.8920671,345.0
3747063.116724274,-9288315.774451606,346.0
3711335.060752893,-9306289.570183953,347.0
3687566.057170333,-9317903.582998928,348.0
3675686.55945526,-9324521.812517116,349.0
3626069.6031261594,-9342725.693402922,350.0
3581080.2659288715,-9366107.601516169,351.0
3534427.5014324174,-9387249.234922322,352.0
3488598.5837756353,-9412241.389399583,353.0
3433213.4247372444,-9437750.682445223,354.0
3419795.343059014,-9444338.742347043,355.0
3417953.4619738827,-9446879.619726459,356.0
3417953.4619738827,-9447244.619964456,357.0
3417635.577236901,-9448209.29116935,358.0
3414138.8451301013,-9451440.675655201,359.0
3396019.415122145,-9463611.942005973,360.0
3388390.1814345843,-9468654.054179799,361.0
3386800.7577496753,-9469722.410877014,362.0
3386800.7577496753,-9469722.410877014,363.0
3386800.7577496753,-9469722.410877014,364.0
