mse_longitude,mse_latitude,rmse_longitude,rmse_latitude,r2_score_longitude,r2_score_latitude
52733206.13004112,133836644.45657517,7261.763293446098,11568.778866266533,0.9999400529670677,0.9999236917935569
7847434.340157637,22969041.215748243,2801.3272461741485,4792.60276006141,0.9999513553589738,0.9999730932759796
7850635.168400384,23131944.427546162,2801.8984935932963,4809.5680084126225,0.9999513347764627,0.9999729060799254
52711914.28313049,133857829.11798656,7260.297120857416,11569.694426301265,0.9999400765172559,0.9999236699480083
52615508.55211828,133739865.6719596,7253.654840983149,11564.595352711636,0.9999401648755866,0.9999237347609268
52775406.24329859,133767564.02154996,7264.668350537318,11565.79284016232,0.9999399856098864,0.9999237214263026
52720446.326399624,133739645.87576553,7260.884679321083,11564.585849729576,0.9999400671444114,0.9999237421948077
52763548.19422479,133760773.30386432,7263.852159441627,11565.499267384193,0.999940015672685,0.9999237325699762
