LATITUDE,LONGITUDE,SLDF,OBSERVATION DATE
3395746.0977272857,-9460187.461164586,0.5059379958348792,43101.0
3402993.2082512467,-9477653.0417657,0.6621415584059986,43101.0
3417199.65999031,-9446735.052846894,0.7415973826350433,43101.0
3402850.3541207165,-9444723.712249734,0.8173137207605543,43101.0
3431548.805152132,-9448746.393444056,1.005545552526714,43101.0
3388500.885902333,-9442712.371652571,1.4219791760177636,43101.0
3388500.885902333,-9442712.371652571,1.4219791760177636,43101.0
3402993.2082512467,-9477653.0417657,0.46292076139709426,43102.0
3395746.0977272857,-9460187.461164586,0.6629382574435517,43102.0
3417199.65999031,-9446735.052846894,0.7485218850263595,43102.0
3431548.805152132,-9448746.393444056,0.8468125884042617,43102.0
3410245.3686808394,-9495093.40961534,0.8994033259638737,43102.0
3402850.3541207165,-9444723.712249734,0.9696927771027788,43102.0
3445897.788407033,-9450757.734041216,1.0430644310801847,43102.0
3388500.885902333,-9442712.371652571,1.440863800317414,43102.0
3388500.885902333,-9442712.371652571,1.440863800317414,43102.0
3402993.2082512467,-9477653.0417657,0.45798754586045887,43103.0
3410245.3686808394,-9495093.40961534,0.602444689486048,43103.0
3431548.805152132,-9448746.393444056,0.7827411228101924,43103.0
3395746.0977272857,-9460187.461164586,0.799516059418232,43103.0
3417199.65999031,-9446735.052846894,0.818524153944763,43103.0
3445897.788407033,-9450757.734041216,0.9218870550373345,43103.0
3460246.6108243954,-9452769.074638378,1.062479788288462,43103.0
3417497.4887634935,-9512485.970196467,1.071646936544286,43103.0
3402850.3541207165,-9444723.712249734,1.0773640613355837,43103.0
3388500.885902333,-9442712.371652571,1.4438080602122774,43103.0
3410245.3686808394,-9495093.40961534,0.5440270244565041,43104.0
3402993.2082512467,-9477653.0417657,0.6183108728292459,43104.0
3417497.4887634935,-9512485.970196467,0.7851077821606879,43104.0
3431548.805152132,-9448746.393444056,0.9406376816944542,43104.0
3395746.0977272857,-9460187.461164586,0.9450655990452159,43104.0
3445897.788407033,-9450757.734041216,0.9665512209266156,43104.0
3417199.65999031,-9446735.052846894,1.0352163491157818,43104.0
3460246.6108243954,-9452769.074638378,1.0776661886985899,43104.0
3474595.2706249305,-9454780.416348733,1.152185548208814,43104.0
3402850.3541207165,-9444723.712249734,1.1681825728166755,43104.0
3410245.3686808394,-9495093.40961534,0.5662511289444537,43105.0
3402993.2082512467,-9477653.0417657,0.6486643235356687,43105.0
3417497.4887634935,-9512485.970196467,0.6506476466508453,43105.0
3424749.568210529,-9529801.915138053,0.9175920586913621,43105.0
3417199.65999031,-9446735.052846894,1.0022107679629466,43105.0
3431548.805152132,-9448746.393444056,1.0034613891819415,43105.0
3445897.788407033,-9450757.734041216,1.0111617760809306,43105.0
3460246.6108243954,-9452769.074638378,1.0695593345891161,43105.0
3474595.2706249305,-9454780.416348733,1.1541372055396586,43105.0
3488943.769584617,-9456791.756945895,1.1830005099941165,43105.0
3410245.3686808394,-9495093.40961534,0.5207069439713521,43106.0
3417497.4887634935,-9512485.970196467,0.5801771620977492,43106.0
3424749.568210529,-9529801.915138053,0.7389849574521841,43106.0
3431548.805152132,-9448746.393444056,0.9181157812872709,43106.0
3445897.788407033,-9450757.734041216,0.9879790490103694,43106.0
3432001.60543557,-9547006.89013205,0.9956592239897194,43106.0
3460246.6108243954,-9452769.074638378,1.0450044566252459,43106.0
3474595.2706249305,-9454780.416348733,1.1142069792205345,43106.0
3488943.769584617,-9456791.756945895,1.177712848180525,43106.0
3503292.105342547,-9458803.097543055,1.1795495509663072,43106.0
3417497.4887634935,-9512485.970196467,0.483975941426423,43107.0
3424749.568210529,-9529801.915138053,0.6172450771138459,43107.0
3432001.60543557,-9547006.89013205,0.8044882971412674,43107.0
3445897.788407033,-9450757.734041216,0.8789852285879571,43107.0
3460246.6108243954,-9452769.074638378,0.9807341999452863,43107.0
3439253.6013878887,-9564061.661737116,1.0385183950595294,43107.0
3474595.2706249305,-9454780.416348733,1.058913186966325,43107.0
3488943.769584617,-9456791.756945895,1.1287489414185186,43107.0
3517640.280385656,-9460814.438140217,1.163651031002497,43107.0
3503292.105342547,-9458803.097543055,1.1768659097702017,43107.0
3424749.568210529,-9529801.915138053,0.49025869108795544,43108.0
3432001.60543557,-9547006.89013205,0.6589527003566817,43108.0
3439253.6013878887,-9564061.661737116,0.852206950689818,43108.0
3460246.6108243954,-9452769.074638378,0.8621345565018342,43108.0
3474595.2706249305,-9454780.416348733,0.9769788381873485,43108.0
3446505.5570001015,-9580922.77750322,1.0614911169974974,43108.0
3488943.769584617,-9456791.756945895,1.0627595025168686,43108.0
3503292.105342547,-9458803.097543055,1.1293658975616427,43108.0
3531988.29177001,-9462825.778737377,1.1451933723561571,43108.0
3517640.280385656,-9460814.438140217,1.1665414961712572,43108.0
3432001.60543557,-9547006.89013205,0.5154395446099387,43109.0
3439253.6013878887,-9564061.661737116,0.69875337219285,43109.0
3474595.2706249305,-9454780.416348733,0.8559422832080174,43109.0
3446505.5570001015,-9580922.77750322,0.8875310491314616,43109.0
3488943.769584617,-9456791.756945895,0.974556010767912,43109.0
3503292.105342547,-9458803.097543055,1.0616072326622836,43109.0
3453757.4706272604,-9597543.22053023,1.073550133697453,43109.0
3517640.280385656,-9460814.438140217,1.123866925009293,43109.0
