LATITUDE,LONGITUDE,OBSERVATION DATE
3453710.9527448174,-10714943.595147975,43126
3419716.206094604,-10996230.894236589,43126
3295950.321581831,-10764349.61192693,43126
3184586.3545378586,-10878957.380290695,43126
3060079.9950982737,-11756932.18929446,43126
3016264.7865425604,-10946306.845846113,43127
3188086.582068708,-10877252.195752023,43127
3874101.082249984,-10446530.92950316,43127
3037013.9619900538,-10861813.410604043,43127
3453710.9527448174,-10714943.595147975,43127
3385182.202825687,-10870746.36559419,43127
3295950.321581831,-10764349.61192693,43127
3060079.9950982737,-11756932.18929446,43127
3016198.640856774,-10945867.068544466,43128
3188086.582068708,-10877252.195752023,43128
3874101.082249984,-10446530.92950316,43128
3453710.9527448174,-10714943.595147975,43128
3385182.202825687,-10870746.36559419,43128
3318754.6826394093,-10748684.799974194,43128
3060079.9950982737,-11756932.18929446,43128
3016195.260157374,-10945820.081616463,43129
3185801.3436194565,-10869493.36453777,43129
3874101.082249984,-10446530.92950316,43129
3037013.9619900538,-10861813.410604043,43129
3453710.9527448174,-10714943.595147975,43129
3385182.202825687,-10870746.36559419,43129
3318754.6826394093,-10748684.799974194,43129
3016194.504471626,-10945809.578656087,43130
3185801.343619457,-10869493.36453777,43130
3874101.082249984,-10446530.92950316,43130
3324806.4228223637,-10722970.904854797,43130
3453710.9527448174,-10714943.595147975,43130
3385182.202825687,-10870746.36559419,43130
3016865.717019776,-10944541.225113971,43131
3185801.343619457,-10869493.36453777,43131
2859050.6114555127,-11671628.47538169,43131
3324806.4228223637,-10722970.904854797,43131
3453710.9527448174,-10714943.595147975,43131
3385182.202825687,-10870746.36559419,43131
3344650.9040668965,-10677094.779035127,43132
3208908.9865621864,-10832789.860596225,43132
3024155.8716661585,-10923448.288111743,43132
3873414.202032111,-10446762.229141131,43132
3860394.7884577964,-11195616.881724885,43132
3162189.5026500896,-10842901.14193809,43133
2859050.6114555127,-11671628.47538169,43133
3723189.124246712,-12311524.333953679,43133
3873414.202032111,-10446762.229141131,43133
3860394.7884577964,-11195616.881724885,43133
3117715.7759150253,-10875525.313560333,43134
2859050.6114555127,-11671628.47538169,43134
3873414.202032111,-10446762.229141131,43134
3860394.7884577964,-11195616.881724885,43134
3083571.119619353,-10900289.404902501,43135
3369979.6001302423,-10747858.728248307,43135
2859050.6114555127,-11671628.47538169,43135
3873414.202032111,-10446762.229141131,43135
3860394.7884577964,-11195616.881724885,43135
3381185.177656883,-10761164.551025184,43136
3076089.195231706,-10905407.885757295,43136
2859050.6114555127,-11671628.47538169,43136
3873414.202032111,-10446762.229141131,43136
3860394.7884577964,-11195616.881724885,43136
3016383.270613611,-10946127.288302604,43137
3367243.611406624,-10857908.957388112,43137
3409068.310157402,-10567675.738299327,43137
3875820.4725282635,-10674580.439092427,43137
3873414.202032111,-10446762.229141131,43137
3860394.7884577964,-11195616.881724885,43137
2187265.5568659697,-11018703.316065397,43137
3429268.2069479153,-10789355.570744628,43138
3016233.8001305307,-10946355.732595636,43138
3423968.023905643,-11206614.256671792,43138
3875820.4725282635,-10674580.439092427,43138
2187265.5568659697,-11018703.316065397,43138
3436677.3257869985,-10772690.481665751,43139
3016233.8001305307,-10946355.732595636,43139
4038674.601149861,-10924633.28130825,43139
3423968.023905643,-11206614.256671792,43139
3875820.4725282635,-10674580.439092427,43139
3468330.1544072293,-9465350.084000897,43139
3016233.8001305307,-10946355.732595636,43140
3461374.38858394,-10717140.184736155,43140
3411595.524948033,-10887723.304837685,43140
3423968.023905643,-11206614.256671792,43140
3875820.4725282635,-10674580.439092427,43140
3599973.2448434667,-10840869.761606198,43140
3318087.0104710516,-10751095.468075119,43140
3016233.8001305307,-10946355.732595636,43141
3461374.38858394,-10717140.184736155,43141
3386872.9714343795,-10874449.979895482,43141
3423968.023905643,-11206614.256671792,43141
3875820.4725282635,-10674580.439092427,43141
3599973.2448434667,-10840869.761606198,43141
3318087.0104710516,-10751095.468075119,43141
3232507.2963627335,-10909030.149630034,43141
3019240.7693724683,-10941314.324610919,43142
3461374.38858394,-10717140.184736155,43142
3423968.023905643,-11206614.256671792,43142
3875820.4725282635,-10674580.439092427,43142
3599973.2448434667,-10840869.761606198,43142
3390254.5086517655,-10881857.208498064,43142
3318087.0104710516,-10751095.468075119,43142
3232507.2963627335,-10909030.149630034,43142
3019240.7693724683,-10941314.324610919,43143
3437121.840852736,-10712835.638138365,43143
4038674.601149861,-10924633.28130825,43143
3423968.023905643,-11206614.256671792,43143
3599973.2448434667,-10840869.761606198,43143
3390254.5086517655,-10881857.208498064,43143
3232507.2963627335,-10909030.149630034,43143
3018533.247197895,-10942500.538254378,43144
3441526.76874411,-10701740.034872781,43144
4038674.601149861,-10924633.28130825,43144
3599973.2448434667,-10840869.761606198,43144
3390254.5086517655,-10881857.208498064,43144
3232507.2963627335,-10909030.149630034,43144
3021125.418662946,-10941705.11596486,43145
3345158.8978064205,-10683877.698248144,43145
3579904.0373105193,-10851116.14743834,43145
3461374.3885839405,-10717140.184736155,43145
2856509.075035484,-11674418.420119697,43145
3390254.5086517655,-10881857.208498064,43145
3232507.2963627335,-10909030.149630034,43145
3039895.916670591,-10926815.052045813,43146
3345158.8978064205,-10683877.698248144,43146
3473862.0495159156,-10701526.798677517,43146
2856509.075035484,-11674418.420119697,43146
3559834.829777572,-10861362.533270484,43146
3232507.2963627335,-10909030.149630034,43146
3037157.6311422517,-10929774.017696243,43147
3400317.3913962045,-10691441.598432159,43147
3468330.1544072293,-9465350.084000897,43147
2856509.075035484,-11674418.420119697,43147
3559834.829777572,-10861362.533270484,43147
3033668.1322658816,-10929462.437462326,43148
3345158.8978064205,-10683877.698248144,43148
3473862.0495159156,-10701526.798677517,43148
3468330.1544072293,-9465350.084000897,43148
2856509.075035484,-11674418.420119697,43148
3559834.829777572,-10861362.533270484,43148
3035030.189463957,-10928142.648780042,43149
3395252.0865331497,-10684494.94534368,43149
3468330.1544072293,-9465350.084000897,43149
2856509.075035484,-11674418.420119697,43149
3559834.829777572,-10861362.533270484,43149
3034188.5600908175,-10928958.159995662,43150
3345983.024870372,-10683381.408923453,43150
3468330.1544072293,-9465350.084000897,43150
3559834.829777572,-10861362.533270484,43150
3498837.371379866,-10670300.02656024,43150
3046550.5994425565,-10917726.595658194,43151
3350845.4680629284,-10672074.626222722,43151
3468330.1544072293,-9465350.084000897,43151
3385182.202825687,-10870746.36559419,43151
3498837.371379866,-10670300.02656024,43151
3021942.5345875304,-10936922.087026183,43152
3397840.5442526545,-10673866.30600574,43152
3468330.1544072293,-9465350.084000897,43152
3385182.202825687,-10870746.36559419,43152
3017329.08162302,-10935992.801678905,43153
3350845.4680629284,-10672074.626222722,43153
3491830.696632107,-10677449.665571777,43153
3385182.202825687,-10870746.36559419,43153
3185043.8155904417,-10852677.264147352,43153
3527645.2898788936,-10276232.301945081,43153
3023648.967260548,-10953767.18948354,43154
3350845.4680629284,-10672074.626222722,43154
3491830.696632107,-10677449.665571777,43154
3385182.202825687,-10870746.36559419,43154
3527645.2898788936,-10276232.301945081,43154
3213001.815536803,-10835034.750121186,43154
3021628.143856195,-10949305.0767245,43155
3200999.963091513,-10869157.929226814,43155
3650953.550913253,-10868161.627205513,43155
3491830.696632107,-10677449.665571777,43155
3385182.202825687,-10870746.36559419,43155
3340725.3151875767,-10706145.34787364,43155
3527645.2898788936,-10276232.301945081,43155
3022660.2783098794,-10952778.995231817,43156
3192799.0357549316,-10884750.750864852,43156
3650953.550913253,-10868161.627205513,43156
3491830.696632107,-10677449.665571777,43156
3385182.202825687,-10870746.36559419,43156
3527645.2898788936,-10276232.301945081,43156
3021628.143856195,-10949305.0767245,43157
3190273.6882821973,-10890965.25095781,43157
3650953.550913253,-10868161.627205513,43157
3491830.696632107,-10677449.665571777,43157
3875820.4725282635,-10674580.439092427,43157
3527645.2898788936,-10276232.301945081,43157
3027263.546511134,-10944930.814665165,43158
3179906.242914447,-10890167.69458089,43158
3650953.550913253,-10868161.627205513,43158
3875820.4725282635,-10674580.439092427,43158
3527645.2898788936,-10276232.301945081,43158
3024820.884384898,-10950780.37066009,43159
3179906.242914447,-10890167.69458089,43159
3650953.550913253,-10868161.627205513,43159
3875820.4725282635,-10674580.439092427,43159
3017564.7980119684,-10944846.831035908,43160
3190273.6882821973,-10890965.25095781,43160
3650953.550913253,-10868161.627205513,43160
3875820.4725282635,-10674580.439092427,43160
3022586.2900192104,-10939154.156969666,43161
3175594.0160703263,-10891295.744809823,43161
3875820.4725282635,-10674580.439092427,43161
3468330.1544072293,-9465350.084000897,43161
3023221.539008078,-10938433.999407072,43162
3151708.428262765,-10878883.046700716,43162
3875820.4725282635,-10674580.439092427,43162
3468330.1544072293,-9465350.084000897,43162
3023389.6432254016,-10933200.080518626,43163
3151708.428262765,-10878883.046700716,43163
3468330.1544072293,-9465350.084000897,43163
3424598.619763822,-10560558.934826924,43163
3055237.873788437,-10925798.200817578,43164
3472004.437379836,-10646012.061760237,43164
3875820.4725282635,-10674580.439092427,43164
3874138.3262845795,-10446688.268471448,43164
3468330.1544072293,-9465350.084000897,43164
3122861.906852983,-10904996.790727241,43165
3862058.722464443,-10705479.462509586,43165
3472004.437379836,-10646012.061760237,43165
4855997.954776494,-10470616.693580087,43165
3468330.1544072293,-9465350.084000897,43165
3121929.6656450992,-10903467.674946617,43166
3862058.722464443,-10705479.462509586,43166
3472004.437379836,-10646012.061760237,43166
4855997.954776494,-10470616.693580087,43166
3468330.1544072293,-9465350.084000897,43166
3188941.0131558725,-10885459.989372674,43167
3444805.426246541,-10657053.964503461,43167
3014567.1363616064,-10899520.6431672,43167
3849138.0455224654,-10850324.571237233,43167
3875820.4725282635,-10674580.439092427,43167
3874138.3262845795,-10446688.268471448,43167
3188755.2542089853,-10887580.989547873,43168
3437433.439434714,-10642618.837739801,43168
3593870.2319748183,-10838037.415274147,43168
3014567.1363616064,-10899520.6431672,43168
3849138.0455224654,-10850324.571237233,43168
3875820.4725282635,-10674580.439092427,43168
3874138.3262845795,-10446688.268471448,43168
3077850.175048029,-10915756.866752476,43169
3491773.978033971,-10707072.527912451,43169
4855997.954776494,-10470616.693580087,43169
3858032.187857731,-10791743.19385563,43169
3874138.3262845795,-10446688.268471448,43169
3080144.15563896,-10911920.511970045,43170
3492856.0511563704,-10715956.916232757,43170
4855997.954776494,-10470616.693580087,43170
3849138.0455224654,-10850324.571237233,43170
3043025.7126657697,-10922154.206054991,43171
3483870.4966177805,-10681624.84222334,43171
3593870.2319748183,-10838037.415274147,43171
3400573.505375579,-10570443.203921493,43171
3336009.38171336,-10701221.57547636,43171
3050741.3409762974,-10916622.32628995,43172
3483870.4966177805,-10681624.84222334,43172
3593870.2319748183,-10838037.415274147,43172
3400573.505375579,-10570443.203921493,43172
3336009.38171336,-10701221.57547636,43172
3016233.8001305307,-10946355.732595628,43173
3096261.5851876927,-10880978.960459411,43173
3483870.4966177805,-10681624.84222334,43173
3593870.2319748183,-10838037.415274147,43173
2999790.261846309,-10844560.692906838,43173
3400573.505375579,-10570443.203921493,43173
3016233.8001305307,-10946355.732595628,43174
3096261.5851876917,-10880978.960459411,43174
3483870.4966177805,-10681624.84222334,43174
2999790.261846309,-10844560.692906838,43174
3639818.02411771,-10843652.815667724,43174
3095858.673882117,-10879374.227255914,43175
3016233.8001305303,-10946355.732595636,43175
2999790.261846309,-10844560.692906838,43175
3134373.229614278,-10885097.133334536,43175
3098650.869539926,-10879135.525214327,43176
3016233.8001305303,-10946355.732595636,43176
2999790.261846309,-10844560.692906838,43176
3593870.2319748183,-10838037.415274147,43176
3098650.869539926,-10879135.525214327,43177
3016233.80013053,-10946355.732595636,43177
3160195.796597045,-10880738.860239837,43177
2999790.261846309,-10844560.692906838,43177
3593870.2319748183,-10838037.415274147,43177
3104447.989900811,-10884049.221519338,43178
3014865.099900121,-10936559.84839377,43178
2999790.261846309,-10844560.692906838,43178
3593870.2319748183,-10838037.415274147,43178
3072965.733148806,-10899473.490192244,43179
3616844.128046264,-10840845.115470935,43179
4118290.9317548866,-12505903.994510325,43179
3074036.8457197943,-10900342.869670495,43180
3622299.17398617,-10856355.148803672,43180
4122927.6742470204,-12506517.977161795,43180
3078387.67275525,-10899452.70539823,43181
3622299.17398617,-10856355.148803672,43181
4122927.6742470204,-12506517.977161795,43181
3345495.853316876,-10698112.143799778,43181
3080768.321027536,-10904732.151448254,43182
3636513.644991846,-10865514.015568435,43182
4118290.9317548866,-12505903.994510325,43182
3345495.853316876,-10698112.143799778,43182
3059656.9224739256,-10957573.496063907,43183
3993740.2370636137,-10770466.96303644,43183
3519974.3829711275,-10786570.0899182,43183
4122927.6742470204,-12506517.977161795,43183
3055502.1760649886,-10962578.552689789,43184
3993740.2370636137,-10770466.96303644,43184
3534099.654916609,-10778104.45081082,43184
4122927.6742470204,-12506517.977161795,43184
3098972.830397244,-10883255.430773685,43185
3510436.1972122593,-10716927.380325582,43185
3993740.2370636137,-10770466.96303644,43185
2992024.1241093636,-11176156.487018215,43185
4127564.416739154,-12507131.959813263,43185
4085705.9852602044,-10032914.133074965,43185
3104919.506207165,-10893963.370921312,43186
3482418.9865945736,-10683908.128049394,43186
3993740.2370636137,-10770466.96303644,43186
4085705.9852602044,-10032914.133074965,43186
3111651.1101175547,-10880029.307720715,43187
3468726.6732668043,-10685328.529624432,43187
3993740.2370636137,-10770466.96303644,43187
2992024.1241093636,-11176156.487018215,43187
4085705.9852602044,-10032914.133074965,43187
3107806.7755994513,-10876280.6513468,43188
3457523.871453174,-10686490.676367646,43188
3993740.2370636137,-10770466.96303644,43188
2992024.1241093636,-11176156.487018215,43188
4085705.9852602044,-10032914.133074965,43188
3110817.9132736195,-10874195.486841599,43189
3417520.2153557837,-10718721.352633983,43189
4585158.009775235,-10921298.082572388,43189
4085705.9852602044,-10032914.133074965,43189
3175488.783505205,-10839004.598976362,43190
3398800.7917450997,-10721424.750525147,43190
4585158.009775235,-10921298.082572388,43190
4085705.9852602044,-10032914.133074965,43190
3096966.679972445,-10883787.243565533,43191
3348124.426981045,-10820023.028549744,43191
3345495.8533168756,-10698112.143799778,43191
3253686.9920108877,-10824230.169400383,43191
3027543.0089674927,-10836584.874030482,43191
3210248.0165434442,-10829572.737773348,43192
4571480.850535069,-11011173.469785836,43192
3347467.2835650025,-10789545.307362251,43193
3095988.6212523226,-10880145.79934453,43193
4703332.773714691,-11062838.588726219,43193
4398597.449634946,-11229134.512485795,43193
3348124.426981045,-10820023.028549742,43194
3095988.6212523226,-10880145.79934453,43194
4703332.773714691,-11062838.588726219,43194
4398597.449634946,-11229134.512485795,43194
3677783.605677297,-10985753.81100492,43194
3195323.6305410564,-10871488.017110795,43195
4703332.773714691,-11062838.588726219,43195
4398597.449634946,-11229134.512485795,43195
3677783.605677297,-10985753.81100492,43195
3695866.231606735,-10878380.769818673,43196
3228761.3198773414,-10869815.904439885,43196
4703332.773714691,-11062838.588726219,43196
4702272.211075069,-10708230.495519586,43196
4398597.449634946,-11229134.512485795,43196
3688053.4108150695,-10879489.795255078,43197
3132045.164428846,-10885608.34875424,43197
4636307.06066003,-10639586.860309588,43197
4803787.110459564,-11018142.221304001,43197
3431563.948389775,-10569559.393956289,43197
4398597.449634946,-11229134.512485795,43197
3109722.4925020444,-10884449.463634156,43198
4581696.369890586,-10662042.672342706,43198
4517057.533632176,-11039048.767515568,43198
3688053.4108150695,-10879489.795255078,43198
3431563.948389775,-10569559.393956289,43198
4904241.447204438,-10973445.853881784,43198
3242670.4711257652,-10790060.20694026,43199
4581696.369890586,-10662042.672342706,43199
4517057.533632176,-11039048.767515568,43199
4904241.447204438,-10973445.853881784,43199
3146296.2583874413,-10856902.628035327,43200
3750027.085661623,-10813424.16219982,43200
3412904.4972125087,-10661449.125166759,43200
4581696.369890586,-10662042.672342706,43200
4517057.533632176,-11039048.767515568,43200
4904241.447204438,-10973445.853881784,43200
3124104.625982785,-10864330.820060698,43201
3478900.925386678,-10759336.801562604,43201
4581696.369890586,-10662042.672342706,43201
4517057.533632176,-11039048.767515568,43201
4904241.447204438,-10973445.853881784,43201
3074591.385035875,-10938920.99546262,43202
3560713.7216594326,-10755118.91840149,43202
4517057.533632176,-11039048.767515568,43202
4541504.422829091,-10646646.731283747,43202
4904241.447204438,-10973445.853881784,43202
3101349.935543098,-10881161.466286926,43203
3455075.991402332,-10790193.441938967,43203
2983185.463181336,-11134515.850750221,43203
3793939.8905120958,-10790440.941345835,43203
4417864.29758225,-10729410.108442066,43203
3096989.0464742384,-10883778.678973747,43204
3793939.8905120958,-10790440.941345835,43204
3506577.2111807885,-10872992.893105939,43204
3461653.6899308744,-10716675.83774421,43204
3345495.853316876,-10698112.143799778,43204
3223477.1959729786,-10807870.946464079,43204
2983185.463181336,-11134515.850750221,43204
3096792.908758251,-10883007.257578747,43205
3793939.8905120958,-10790440.941345835,43205
3506577.2111807885,-10872992.893105939,43205
3458248.0871748216,-10517774.713430012,43205
3223477.1959729786,-10807870.946464079,43205
2983185.463181336,-11134515.850750221,43205
3096758.154515413,-10882851.260381384,43206
3506577.2111807885,-10872992.893105939,43206
3210150.8762036096,-10828289.184163304,43206
2983185.463181336,-11134515.850750221,43206
3458248.0871748216,-10517774.713430012,43206
3096643.511529433,-10882500.113808561,43207
2983185.463181336,-11134515.850750221,43207
3527415.978457016,-10844350.51057627,43207
3458248.0871748216,-10517774.713430012,43207
3196824.5564342407,-10848707.42186253,43207
3104200.591086874,-10879306.616078725,43208
4585148.770241927,-10922773.121485144,43208
3527415.978457016,-10844350.51057627,43208
3458248.0871748216,-10517774.713430012,43208
3104200.591086874,-10879306.616078725,43209
4585148.770241927,-10922773.121485144,43209
4316262.623773849,-10809822.366005735,43209
3458248.0871748216,-10517774.713430012,43209
3104803.4170130757,-10878933.230454825,43210
4316262.623773849,-10809822.366005735,43210
6309175.682700816,-12146000.199355723,43210
3830273.818633912,-10260987.888049327,43210
3458248.0871748216,-10517774.713430012,43210
3106952.4676186237,-10880279.261395235,43211
4316262.623773849,-10809822.366005735,43211
6309175.682700816,-12146000.199355723,43211
4692993.687220607,-11006658.20485413,43211
3830273.818633912,-10260987.888049327,43211
3096966.679972444,-10883787.243565535,43212
4441839.644922768,-10875434.312288532,43212
6309175.682700816,-12146000.199355723,43212
3830273.818633912,-10260987.888049327,43212
3096966.679972444,-10883787.243565537,43213
5907905.595061913,-11500900.04104327,43213
6378252.391995393,-12216001.94348535,43213
4316262.623773849,-10809822.366005735,43213
4692993.687220607,-11006658.20485413,43213
3830273.818633912,-10260987.888049327,43213
6109354.301571307,-11781807.336207457,43214
4441839.644922768,-10875434.312288532,43214
3830273.818633912,-10260987.888049327,43214
3096966.6799724447,-10883787.243565537,43214
6098161.419002156,-11602515.173535258,43215
6339001.9308836665,-12175485.254527913,43215
4692993.687220607,-11006658.20485413,43215
3830273.818633912,-10260987.888049327,43215
6255577.357577409,-11676715.364228828,43216
5963922.925030455,-11534279.193975516,43216
6309590.163402304,-12144903.891614543,43216
6515887.016473333,-12357877.12426695,43216
4692993.687220607,-11006658.20485413,43216
6255577.357577409,-11676715.364228828,43217
5963922.925030455,-11534279.193975516,43217
6309590.163402304,-12144903.891614543,43217
6607809.213814178,-12478119.933493117,43217
6834446.843003359,-12244342.37560689,43217
6374607.715599075,-12262831.770284854,43218
6265246.054272279,-11687322.853791181,43218
5963922.925030455,-11534279.193975516,43218
6834446.843003359,-12244342.37560689,43218
6366971.109390353,-12265197.561231796,43219
5975975.799434187,-11527537.0187784,43219
6294279.671309978,-11701007.087453138,43219
6834446.843003359,-12244342.37560689,43219
6700442.27846127,-12487304.823044177,43219
6369824.801416609,-12372515.046570832,43220
6337312.042832719,-11758220.356178023,43220
5935321.1283289315,-11496349.970402976,43220
6834446.843003359,-12244342.37560689,43220
6677106.295472935,-12512773.08057519,43220
6441421.769548582,-12404293.884325609,43221
6302981.427631244,-11736590.553066839,43221
5880398.324805382,-12223349.54565801,43221
6390482.183536495,-12422851.661639102,43222
6327579.366270569,-11713832.086782813,43222
5880398.324805382,-12223349.54565801,43222
6146828.362355749,-11212704.93563131,43222
6302343.388874173,-11953593.99430767,43223
6192139.741140653,-11588452.379090881,43223
6378083.779739507,-12420273.535182895,43223
5880398.324805382,-12223349.54565801,43223
6958559.340024538,-12320612.59076543,43223
6842217.341330428,-11877388.962003231,43223
6296924.570886585,-11955608.421067752,43224
6181267.117053176,-11582582.119481817,43224
6360271.227140229,-12441228.528082138,43224
5880398.324805382,-12223349.54565801,43224
6958559.340024538,-12320612.59076543,43224
6842217.341330428,-11877388.962003231,43224
6296924.570886588,-11955608.421067756,43225
6040439.3243206525,-11538812.804414963,43225
6287417.893623075,-11634183.754293455,43225
6292776.448632831,-12421262.495415475,43225
5880398.324805382,-12223349.54565801,43225
6958559.340024538,-12320612.59076543,43225
6842217.341330428,-11877388.962003231,43225
6259814.382933366,-11973920.46551092,43226
6046916.6240715915,-11540483.826059446,43226
6301265.434747585,-11635648.657241078,43226
5880398.324805382,-12223349.54565801,43226
6200172.267382503,-12420949.129165024,43226
6146828.362355749,-11212704.93563131,43226
6958559.340024538,-12320612.59076543,43226
6842217.341330428,-11877388.962003231,43226
6389250.16927878,-12685187.67458024,43226
6259814.382933367,-11973920.46551092,43227
6083077.218778431,-11549334.356797224,43227
6511018.338120547,-12489273.727538254,43227
6200172.267382503,-12420949.129165024,43227
6146828.362355749,-11212704.93563131,43227
6958559.340024538,-12320612.59076543,43227
6829346.244289471,-11881225.899947995,43227
6260874.307913476,-11975779.942500265,43228
6018767.441458041,-11491019.483340526,43228
6958559.340024538,-12320612.59076543,43228
6462453.819301146,-12382332.253835628,43228
6829346.244289471,-11881225.899947995,43228
6650113.418286133,-12287125.405885253,43228
6606810.6750935195,-11904607.423530314,43228
7013286.245761706,-11838342.40382919,43228
6389250.16927878,-12685187.67458024,43228
6186120.360958195,-11631900.920222724,43228
6241634.4714358775,-12066372.660116171,43229
6741473.882358541,-11883490.743968759,43229
6473002.203222611,-12347494.381335208,43229
6120747.834118603,-11598553.929518973,43229
6309175.682700814,-12146000.199355723,43230
6195488.909790864,-12000920.53220797,43230
6811204.138942167,-11879176.371358544,43230
6422398.998918748,-12364742.660035197,43230
6197523.231879713,-12449365.732390271,43230
6578769.9503300795,-11893557.613392593,43230
6650113.418286133,-12287125.405885253,43230
