43101.0,553451.8930663784
43102.0,514308.4144487204
43103.0,473490.8566375566
43104.0,600846.6501991472
43105.0,659291.7170265771
43106.0,923823.2260638522
43107.0,803379.7083888465
43108.0,841800.8848520879
43109.0,697330.3363154676
43110.0,644586.8265510709
43111.0,808273.9245223345
43112.0,941364.891604414
43113.0,1038242.1577018987
43114.0,936725.5055309697
43115.0,919870.2440173456
43116.0,921050.4160387642
43117.0,995550.2153985767
43118.0,1075384.5602194364
43119.0,517024.3441350224
43120.0,570817.283344061
43121.0,894012.4621726236
43122.0,458872.4373923469
43123.0,258908.94004356567
43124.0,484648.1196082749
43125.0,1082921.5138336162
43126.0,528929.206486616
43127.0,468842.56193497626
43128.0,537062.2884662064
43129.0,416252.3479540148
43130.0,486098.3794218692
43131.0,435476.8834433649
43132.0,479721.955012999
43133.0,1012724.621444491
43134.0,838217.6019348208
43135.0,717413.7093424769
43136.0,654483.4352085704
43137.0,752128.0635458535
43138.0,645806.6478496366
43139.0,653515.4109269769
43140.0,539719.1678711401
43141.0,490807.1241795317
43142.0,487406.3390030369
43143.0,526760.4876512608
43144.0,538095.4342138619
43145.0,468866.84004784137
43146.0,473266.6525582221
43147.0,813585.1564368759
43148.0,743184.7134348633
43149.0,814217.4522381959
43150.0,746324.5992836729
43151.0,690218.296909861
43152.0,788601.6018309213
43153.0,472125.5684908228
43154.0,482853.13490677
43155.0,498222.13029498624
43156.0,515422.08896774024
43157.0,619094.8626506396
43158.0,629084.3472614313
43159.0,564256.1765620423
43160.0,572912.1649344977
43161.0,864455.4412018321
43162.0,857657.2811620267
43163.0,740237.7369301248
43164.0,956663.126849808
43165.0,1116904.8552330697
43166.0,1116807.2087866222
43167.0,542243.5058918286
43168.0,521249.9068011469
43169.0,1002681.2816055476
43170.0,1019398.2325180055
43171.0,481977.5429139644
43172.0,472793.7321871713
43173.0,373827.781296008
43174.0,343951.7173486127
43175.0,81723.46059972212
43176.0,236002.60498159705
43177.0,192393.40576660694
43178.0,235759.5378609607
43179.0,1231810.4713380588
43180.0,1234174.4984190762
43181.0,932267.9610894168
43182.0,933625.176411063
43183.0,1107487.4005220877
43184.0,1115876.065207747
43185.0,976457.7201492954
43186.0,878162.9467558187
43187.0,726459.7025773028
43188.0,725729.2826657012
43189.0,1035548.8756308471
43190.0,960096.2456274712
43191.0,205240.1259617533
43192.0,1373292.9964884922
43193.0,929927.7662999829
43194.0,783073.8162972982
43195.0,1090402.6318565628
43196.0,824372.2597669372
43197.0,770539.5270068698
43198.0,1145964.6010892256
43199.0,1438424.916507613
43200.0,1105810.599212799
43201.0,1257228.211907606
43202.0,1322842.3054701881
43203.0,667132.3207810101
43204.0,374518.17497700144
43205.0,410058.3832955598
43206.0,331411.40106163704
43207.0,332040.1850996526
43208.0,804087.0677398173
43209.0,1067218.9050846435
43210.0,1529381.0370925285
43211.0,1799485.1822542236
43212.0,1919429.6802659684
43213.0,2040735.2876576397
43214.0,2593742.0298295007
43215.0,1594257.423943524
43216.0,806316.8214683274
43217.0,620500.1421264402
43218.0,627450.0088136042
43219.0,568085.0001816846
43220.0,603224.243124258
43221.0,635692.7786684926
43222.0,831315.5797828091
43223.0,530421.0205738192
43224.0,536389.4551732735
43225.0,513049.43714568677
43226.0,573953.8855309883
43227.0,601802.4664969534
43228.0,559944.0073669893
43229.0,459839.7291138301
43230.0,410879.73195994506
43231.0,475374.43659188267
43232.0,461238.33699170226
43233.0,460826.8066736928
43234.0,476520.52657727746
43235.0,835265.6753427181
43236.0,729692.9332597345
43237.0,735053.1433374985
43238.0,767558.941297674
43239.0,785319.0532416567
43240.0,750229.1851675856
43241.0,774325.0378756984
43242.0,764703.7210966145
43243.0,784455.9697587942
43244.0,645574.4942731685
43245.0,786274.5784982152
43246.0,605525.5752285728
43247.0,627718.9120154339
43248.0,378030.87542664213
43249.0,461800.533010619
43250.0,515250.7564208492
43251.0,432547.83863927575
43252.0,523022.3305069686
43253.0,651824.5885536438
43254.0,616504.255479909
43255.0,766992.9351488291
43256.0,886499.5450267359
43257.0,771989.8646921832
43258.0,802980.0866508655
43259.0,689066.1126749238
43260.0,594620.2712682863
43261.0,760544.8484550649
43262.0,693554.6750591325
43263.0,807971.4883240652
43264.0,853220.4620894897
43265.0,837386.5987569236
43266.0,990079.5459950092
43267.0,969214.1611066802
43268.0,563902.3363970696
43269.0,659453.1270318076
43270.0,755483.2788281753
43271.0,631551.0997608721
43272.0,649742.1347259855
43273.0,609528.0344671272
43274.0,598485.0438916202
43275.0,523891.2682023893
43276.0,819747.1221934548
43277.0,748068.0922271494
43278.0,747175.3543145349
43279.0,818944.7621320115
43280.0,797619.0691784394
43281.0,808026.8261636132
43282.0,910751.5953430701
43283.0,708016.3512153721
43284.0,581261.3802742844
43285.0,571506.7844021395
43286.0,553880.126292217
43287.0,604629.9414866068
43288.0,741776.4559653503
43289.0,811641.535888862
43290.0,644405.0230883093
43291.0,812225.0995511421
43292.0,888567.9414264696
43293.0,809976.4566521535
43294.0,850085.2218508155
