LATITUDE,LONGITUDE,OBSERVATION DATE
3295492.023417532,-10780921.655465731,43101
3494834.702160252,-10677206.621727528,43101
3494834.702160252,-10677206.621727528,43101
3494834.702160252,-10677206.621727528,43101
3494834.702160252,-10677206.621727528,43101
3253634.9798536166,-10894809.409363046,43101
3256883.52430746,-10895732.125490282,43102
3590533.853526841,-10744270.559150176,43102
3590533.853526841,-10744270.559150176,43102
3467661.3394578537,-11814785.474125229,43102
3467661.3394578537,-11814785.474125229,43102
3467661.3394578537,-11814785.474125229,43102
3467661.3394578537,-11814785.474125229,43102
3016974.6615315415,-10945131.374044195,43103
3016233.8001305303,-10946355.732595636,43103
3016233.8001305303,-10946355.732595636,43103
3185650.1153363497,-10910774.394322705,43103
3016233.8001305303,-10946355.732595636,43103
3016233.8001305303,-10946355.732595636,43103
3469980.5620387555,-11814078.428379456,43103
3469980.5620387555,-11814078.428379456,43103
3385182.202825687,-10870746.36559419,43104
3016233.8001305303,-10946355.732595636,43104
3016233.8001305303,-10946355.732595636,43104
3016233.8001305303,-10946355.732595636,43104
3016233.8001305303,-10946355.732595636,43104
3461374.3885839405,-10717140.184736155,43104
3461374.3885839405,-10717140.184736155,43104
3468330.1544072293,-9465350.084000897,43104
3468330.1544072293,-9465350.084000897,43104
3016233.8001305303,-10946355.732595636,43104
3016233.8001305303,-10946355.732595636,43104
3016233.8001305303,-10946355.732595636,43104
3468330.1544072293,-9465350.084000897,43104
3468330.1544072293,-9465350.084000897,43104
3016233.8001305303,-10946355.732595636,43105
3002279.658592618,-10826758.357487736,43105
3002279.658592618,-10826758.357487736,43105
3002279.658592618,-10826758.357487736,43105
3002279.658592618,-10826758.357487736,43105
3016233.8001305303,-10946355.732595636,43105
3252625.0956262294,-10876514.262558203,43105
3252625.0956262294,-10876514.262558203,43105
3027082.7872049087,-10836751.274405317,43105
3027082.7872049087,-10836751.274405317,43105
3027082.7872049087,-10836751.274405317,43105
3027082.7872049087,-10836751.274405317,43105
3032231.2673186082,-10945507.979013499,43105
3004241.876215058,-10829391.27495203,43105
3004241.876215058,-10829391.27495203,43105
3004241.876215058,-10829391.27495203,43105
3016233.8001305303,-10946355.732595636,43105
3016233.8001305303,-10946355.732595636,43105
3016233.8001305303,-10946355.732595636,43105
3535200.4493444944,-10280980.946519442,43105
3188449.9315642426,-10887351.114799386,43105
3188449.9315642426,-10887351.114799386,43105
3188449.9315642426,-10887351.114799386,43105
3188449.9315642426,-10887351.114799386,43105
